Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Fire_Points,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Wilderness_Area,Soil_Type,Cover_Type
2739,100,23,-172.6,63.2,-836.9,-190.4,128,103,123,0,5,2
3134,343,3,-23.3,-81.6,1403.8,-1638.5,109,233,57,2,0,4
2970,184,7,-197.3,-39.6,185.5,506.3,245,127,249,2,4,2
2696,71,34,-54.1,-47.4,-2207.8,-1827.0,163,247,225,0,2,2
2656,123,17,-7.7,34.5,-1978.9,507.7,138,19,214,3,3,6
2666,285,7,279.7,46.9,-203.0,520.8,72,210,119,2,3,2
2538,116,0,150.5,-14.8,-2434.6,550.3,202,138,165,3,2,2
2316,350,37,46.8,-40.8,758.5,1579.4,74,165,238,1,0,2
2785,274,18,240.0,166.6,207.2,-146.2,149,65,43,2,6,2
3285,248,7,183.4,-61.0,2065.5,-1386.1,62,169,17,2,1,4
2941,264,33,-172.6,-11.5,403.3,1254.7,75,5,230,0,5,6
2167,315,15,-46.5,23.2,331.1,-521.8,119,13,148,1,3,2
1860,59,38,-154.4,88.1,-457.0,-885.7,230,250,224,0,4,3
2923,47,38,79.0,24.1,2436.5,-1837.0,93,169,136,1,2,2
2601,155,1,-89.1,61.3,-1816.5,916.0,124,36,190,3,4,2
1690,154,13,342.9,-59.6,-1338.8,-1423.8,134,80,198,1,5,3
1712,79,4,-84.9,35.1,453.1,426.0,251,248,46,1,6,3
2303,67,23,81.8,5.3,471.4,-1478.1,205,84,36,2,5,2
2116,323,33,10.8,31.2,-1111.2,-646.1,179,90,236,1,4,2
2598,2,16,108.1,70.7,294.5,1125.5,123,55,127,3,6,2
2924,226,4,57.3,13.8,4241.5,-126.8,10,22,20,3,3,5
2032,199,38,-277.1,66.3,-539.2,-1014.8,107,193,37,2,1,4
2500,323,24,290.8,31.5,2846.6,-197.8,63,79,129,3,4,2
3054,289,30,-105.7,62.1,731.1,-733.2,93,223,161,2,5,1
2719,257,23,-92.9,-35.2,-600.6,-228.0,129,83,51,1,3,2
2378,13,31,-92.6,-36.9,1546.8,159.8,219,222,243,2,4,2
2003,131,36,-61.5,-23.4,-2046.2,104.2,198,57,64,0,3,2
3027,100,10,144.5,-34.8,375.4,652.5,243,249,229,2,5,1
2266,71,8,-135.9,-8.0,398.2,-1015.8,242,88,55,3,1,2
2882,286,6,23.9,-90.6,-2912.2,-514.8,18,81,203,2,2,5
3223,40,0,-134.5,5.0,-983.7,1095.3,245,109,213,2,2,1
2221,9,31,500.0,-116.4,-368.1,-1158.1,42,56,70,3,1,2
3236,291,16,-75.9,71.6,-1721.1,857.5,244,31,218,3,0,7
2629,210,42,50.3,47.7,-2224.0,-846.9,150,142,183,0,4,2
2247,53,12,198.9,52.0,570.1,-1153.8,121,144,237,2,2,2
3633,310,33,136.1,29.9,1387.3,70.1,132,196,230,1,0,1
2540,116,19,248.3,91.4,2831.5,41.9,185,21,10,3,4,6
2989,65,14,-52.7,26.9,82.2,308.5,34,19,8,2,3,2
1888,143,19,-312.9,10.0,-1020.3,-172.0,211,158,236,2,3,3
2644,149,19,-270.6,26.5,1206.9,-513.5,181,11,106,0,2,2
2319,31,37,343.5,-23.5,-1712.2,862.8,83,107,153,2,0,4
2085,97,28,-162.6,-64.2,1121.7,-1266.9,214,238,149,2,5,2
2003,347,22,143.7,14.6,-600.0,301.4,249,86,234,0,4,2
2670,127,12,-80.8,57.3,964.1,755.1,176,7,137,2,4,2
2189,243,33,492.7,11.1,-1762.8,-639.6,168,71,119,2,2,2
2802,62,2,-89.7,1.2,-2731.0,-1280.3,189,9,235,1,6,2
2677,140,33,-206.7,-49.0,1325.5,208.7,202,133,107,0,4,2
2163,290,19,105.4,-50.3,630.7,-2089.1,28,53,224,3,4,6
2000,182,8,252.4,87.3,-618.0,-1430.6,61,248,204,0,5,3
2665,221,11,-46.8,60.2,-2416.2,1694.7,85,7,99,2,1,4
2161,222,35,6.6,27.2,636.7,799.7,214,35,111,0,4,2
2690,105,37,-538.2,-4.2,-532.8,-55.6,164,185,148,2,1,4
2146,253,11,24.3,-80.0,1807.2,-2737.7,92,92,113,3,1,2
3004,133,11,-541.9,39.6,887.1,883.1,67,37,66,0,5,1
2470,24,22,-55.7,-2.5,2056.0,-348.8,8,179,197,1,0,6
1954,212,36,-317.3,-32.9,-1088.8,5.7,179,219,169,0,5,3
2430,198,18,-241.3,32.8,594.8,-549.0,2,154,39,2,5,2
2283,274,12,340.5,33.1,-979.6,1707.1,248,44,136,1,1,6
2792,123,36,121.9,46.1,-1786.3,1609.0,210,154,112,3,5,2
2667,339,12,-176.1,-25.9,2697.7,72.9,0,23,223,2,5,6
2376,322,6,91.0,98.2,240.9,1240.8,204,94,248,0,4,2
2791,124,14,165.7,-65.6,1234.3,156.7,249,56,57,0,5,6
2855,333,32,-163.8,40.8,-2029.2,-362.4,188,4,245,0,5,6
1871,159,30,-430.9,-10.5,-1554.7,372.1,234,24,200,2,4,6
2131,354,27,-48.9,29.4,-387.6,569.9,230,119,37,1,3,2
3187,186,36,51.8,24.7,-2049.2,5.3,202,117,146,2,5,1
2956,159,36,304.0,-103.7,-1574.4,-826.2,42,42,163,2,6,2
2210,147,11,-9.8,-14.7,2095.3,-171.7,124,243,178,2,2,2
2415,350,8,-54.2,-28.4,1400.8,-680.5,73,54,169,0,5,5
2851,348,28,38.3,22.4,-308.8,945.1,82,251,217,0,1,2
1717,136,20,-70.9,-157.8,171.9,746.3,142,16,154,0,6,3
2384,44,44,276.9,-8.1,-510.9,-528.0,202,46,149,3,6,2
1867,91,4,-330.6,-36.0,1035.7,-783.2,188,16,51,1,6,3
2355,223,44,-441.9,30.1,265.3,1249.1,138,107,163,3,1,2
2913,124,36,-75.7,-17.2,48.5,872.3,21,80,19,0,6,2
3718,22,24,246.3,-35.1,-1193.1,-1838.5,199,155,134,1,6,1
2735,313,2,-110.5,-36.1,-1087.8,-2799.5,112,179,49,3,4,2
3139,323,37,73.4,96.2,622.8,-1982.0,146,121,51,2,1,4
2209,11,37,-26.7,-78.7,2109.9,778.9,72,162,23,1,3,2
2546,279,12,7.1,-13.9,283.5,-1067.1,198,210,169,3,2,2
2767,226,33,-4.8,-30.4,-1163.2,56.6,88,141,223,2,1,4
1632,27,37,203.6,-11.1,1702.1,-1938.9,137,134,208,2,6,3
2246,58,1,-260.4,-35.3,-515.9,-961.0,102,100,153,3,5,2
2876,340,32,159.8,-23.6,-2411.5,1116.4,204,199,141,2,5,2
2635,0,34,-195.5,51.2,-2835.7,126.1,126,79,86,1,2,2
2143,293,7,-191.2,-14.1,-845.7,1088.9,44,35,217,0,2,2
2739,155,1,234.5,-26.9,-748.1,-379.7,69,55,124,2,0,4
2252,356,32,-78.9,-41.3,-907.9,-570.5,133,233,212,3,6,2
2658,209,22,11.2,99.0,525.1,849.1,51,73,189,1,4,2
1975,162,18,104.0,-47.0,-706.9,-1857.8,248,102,249,2,0,4
2315,251,7,158.6,-6.7,2518.4,607.3,221,198,186,1,4,2
2669,68,2,-189.3,19.3,148.3,-387.7,176,113,252,2,1,4
2978,232,37,40.0,-78.4,737.3,-638.9,223,4,77,1,4,6
3286,58,7,-134.8,-50.5,69.4,-872.8,139,250,135,1,0,1
1966,245,9,-213.8,-32.5,-716.7,1068.1,66,133,145,3,4,3
3032,162,23,99.3,15.7,-2031.7,1778.7,17,103,170,3,1,1
2841,10,12,-49.5,-8.3,-778.8,501.5,82,204,37,2,0,4
3112,209,38,34.5,-25.1,-2501.4,227.0,49,39,3,1,6,1
2485,165,41,166.3,4.5,-678.4,-724.2,212,144,16,3,4,6
2299,220,40,408.8,-25.4,389.4,-1970.0,179,16,150,3,6,2
3439,87,33,-358.6,-34.3,2258.3,239.8,84,151,93,0,1,1
2619,183,11,547.7,-54.2,2543.7,-228.2,212,36,134,2,1,4
2837,176,23,10.0,-26.2,2026.5,221.8,4,117,170,2,5,2
2950,163,40,-175.1,-26.1,-1097.3,915.1,167,151,67,3,0,2
2272,247,20,59.7,37.1,-677.7,-981.8,184,249,163,2,2,2
1728,27,18,-267.3,-2.7,1247.3,828.1,85,5,107,1,5,3
2086,256,30,-57.6,-27.8,-177.7,586.5,34,146,233,1,4,6
1756,344,6,263.9,44.7,-2256.8,231.4,99,20,153,1,6,3
2658,196,15,117.3,-37.8,285.1,-189.9,153,112,174,2,2,2
2870,346,19,116.2,-23.7,75.0,450.7,116,80,180,0,3,2
3184,221,10,202.3,13.4,497.7,-663.4,22,146,53,1,1,1
3108,65,32,101.0,-11.3,-2933.7,-1153.9,238,135,147,0,1,1
2892,202,11,-115.2,-4.3,-1547.7,251.8,1,90,118,3,1,2
2229,138,38,-374.2,-80.7,988.2,364.2,139,139,208,2,3,2
1983,200,14,251.9,-100.7,186.5,-820.2,76,206,224,3,2,3
1943,274,32,-152.5,15.4,-194.1,1087.9,213,7,56,2,2,6
2927,259,14,194.1,1.0,-1062.1,2825.0,176,73,87,0,3,2
2519,353,20,-165.5,27.6,1973.1,-738.1,136,187,67,0,5,2
2960,118,33,163.0,-36.1,-1498.4,1374.5,101,160,36,3,5,2
2869,52,31,254.7,58.9,1406.5,-565.0,195,53,68,0,4,2
1952,59,1,233.6,121.7,-1275.6,391.5,2,210,58,1,5,3
2827,85,36,0.1,-138.9,1638.9,733.3,201,66,25,2,2,2
1975,251,6,-266.6,-32.1,-786.6,-636.6,59,134,104,1,6,3
2707,31,42,-58.1,74.5,-2300.2,736.7,20,116,105,1,1,2
3700,277,35,-477.3,26.9,841.2,1212.4,51,99,4,2,2,1
1955,353,4,84.5,-54.7,-713.4,-1.9,162,192,5,0,5,3
2694,326,10,-87.8,72.2,265.9,545.0,154,13,17,1,0,2
3250,290,2,256.1,60.2,670.6,369.2,100,191,197,3,5,7
1866,274,40,114.7,32.0,-1157.9,999.9,184,85,68,3,0,3
2136,215,27,-29.5,128.2,221.7,-1662.7,80,45,230,2,2,6
2139,308,4,132.7,33.3,382.4,-343.3,154,2,206,2,0,4
2566,254,9,-205.3,-70.8,-979.9,1605.7,46,84,220,3,3,2
2780,70,40,9.8,27.5,-7.5,-147.4,81,80,31,0,5,2
2363,332,7,-103.2,29.9,-669.9,-563.8,224,245,202,0,5,2
2628,335,5,-119.7,-1.8,-2761.2,977.9,176,233,49,0,5,2
1998,103,18,124.1,78.9,258.0,-2582.9,244,88,82,3,6,3
2093,190,21,-167.0,25.3,942.0,1009.4,238,155,157,3,3,2
1794,346,27,374.7,-105.5,1126.2,-126.4,244,138,41,0,6,6
2728,298,9,-55.9,18.1,-790.8,-1072.5,165,197,128,1,0,5
3155,154,34,-90.8,21.7,2067.5,988.2,66,96,103,2,2,1
2361,229,26,94.1,58.3,-1472.3,424.6,37,24,135,3,4,2
2369,57,15,39.6,-57.7,2104.8,1426.7,187,99,190,0,1,2
2698,202,13,-49.9,2.5,969.4,25.7,243,166,158,1,1,2
2746,44,17,-179.1,2.0,-1792.6,-2116.8,227,32,85,3,2,6
2720,188,21,-153.6,-21.2,899.6,1771.6,202,34,233,3,1,6
2822,196,1,435.0,67.4,610.8,-724.1,17,24,218,2,6,2
1836,44,29,180.6,29.4,-328.2,-336.6,205,77,43,1,2,3
3105,92,28,-197.8,-27.2,1749.6,2116.0,139,61,150,1,0,1
2530,46,22,-276.0,46.9,-1832.5,-571.4,6,244,162,0,3,6
2474,126,27,67.2,-32.8,567.5,260.3,145,218,32,1,1,2
2529,66,6,-202.4,-44.9,-675.8,-726.1,214,163,25,3,4,2
3100,355,1,15.8,-14.7,-1016.5,1080.6,16,38,161,1,4,5
2236,207,38,340.4,-19.3,-1234.3,-1131.7,37,162,10,0,2,2
2796,83,32,292.2,53.4,-1622.5,817.5,244,208,252,3,6,2
2348,245,24,-75.6,18.2,-1870.3,340.8,163,125,29,2,5,2
2094,312,40,268.8,-56.9,-4088.9,-842.6,24,73,230,1,6,6
2585,188,40,-19.9,-87.1,-252.3,627.1,206,207,185,1,2,2
2864,211,29,-132.0,-51.9,-3332.5,1002.9,68,152,146,2,5,2
3084,91,15,285.6,14.4,416.1,1637.3,56,84,249,3,5,6
2610,58,3,-301.1,-8.3,-1059.5,458.8,165,47,180,1,0,2
2422,111,12,147.7,-34.8,-1603.8,-1050.7,53,95,97,3,1,2
2701,158,22,247.4,8.4,494.5,-433.9,142,104,9,2,6,2
2449,93,29,-99.6,-21.0,1560.7,671.7,156,177,89,3,5,2
2304,274,32,-186.3,-63.0,559.1,-651.6,149,142,57,0,2,2
2764,70,33,-377.8,-43.2,-340.7,-2059.4,20,106,13,2,2,2
2696,274,22,336.6,-38.4,1761.0,-1253.3,241,132,202,0,5,2
2613,206,9,434.4,-43.0,-582.8,-4.1,145,30,129,2,1,4
3133,79,43,57.0,-43.4,1018.2,-505.0,82,51,175,3,0,1
2501,53,19,-379.2,-82.1,-485.2,163.1,157,85,60,2,4,2
2414,223,2,-72.8,-57.6,988.7,-1264.2,67,139,208,1,5,2
2424,6,37,335.0,25.2,-846.0,362.1,37,87,226,1,4,2
2039,352,21,211.6,7.2,972.6,576.6,52,170,115,0,1,2
2539,264,35,-55.3,-18.2,-485.6,-381.2,40,140,49,3,5,2
1706,233,6,-153.4,6.5,-1414.9,253.1,248,60,219,1,4,3
2634,320,26,186.2,-17.7,1021.2,-1999.8,37,26,91,1,2,2
2683,4,5,-169.7,22.6,-3422.8,-600.2,31,132,176,2,2,2
2131,258,22,-45.2,-0.3,1180.2,2692.9,94,74,170,3,4,2
1908,105,41,-254.3,-47.4,1006.2,-1106.7,133,76,151,0,0,3
2343,236,25,95.1,-91.4,1289.6,-321.3,71,59,103,0,2,2
3435,338,37,89.6,75.5,-361.1,1375.1,59,197,2,1,2,6
2553,19,25,-64.3,-32.6,-414.4,502.1,17,44,94,1,5,2
2603,84,33,-431.5,10.5,390.3,-2830.5,207,224,33,3,1,6
2640,160,37,195.7,-30.5,-566.2,663.1,147,8,180,3,2,2
1974,0,32,-74.2,-25.4,1991.8,-538.4,62,40,247,2,0,4
2458,243,7,1.8,29.7,-119.9,-840.1,224,46,149,2,3,5
2649,304,31,187.4,49.6,-1923.0,-1115.8,49,185,87,1,4,2
2284,259,39,-67.5,-97.1,1394.6,-118.7,26,173,51,0,4,2
2940,70,31,41.0,-44.2,-2763.2,863.7,42,89,27,1,1,2
2295,121,22,-17.5,-29.2,-205.4,-723.7,12,244,12,3,3,6
2434,208,43,-99.0,14.8,-1207.5,-2044.2,200,242,52,1,4,6
2900,78,15,120.3,31.0,-2555.4,1783.5,30,208,60,0,6,2
2265,86,41,117.1,-70.9,1124.6,815.7,161,81,145,3,3,2
2367,154,15,-28.9,-54.1,-2930.3,906.6,73,80,168,1,0,2
2369,202,8,72.0,26.3,1092.2,-2034.2,109,55,86,0,6,2
2520,196,40,601.9,33.3,-1490.8,-1047.5,2,173,157,2,4,2
2652,183,41,50.4,5.4,4379.9,1807.4,106,136,197,0,1,2
2039,355,17,-9.7,-36.3,-1792.3,-1102.2,24,207,74,2,3,2
2795,90,7,-530.8,-5.8,2624.1,-170.8,167,103,102,0,1,2
2420,142,37,61.5,18.2,1270.2,-906.2,84,148,87,3,2,2
3303,71,18,-244.2,41.4,799.5,1120.5,245,29,118,1,3,6
3226,122,5,423.8,56.1,-2274.2,-1761.8,140,138,186,3,5,7
2115,93,21,50.2,34.4,2158.7,-1014.1,172,239,180,2,0,4
2223,92,44,178.6,60.3,-131.9,97.6,155,166,246,0,2,2
2153,227,16,-636.8,-38.7,-2745.4,260.4,49,62,171,0,5,2
2570,0,13,21.5,53.9,1342.8,-97.0,104,111,161,0,4,2
2567,279,17,65.1,26.1,340.6,538.5,141,176,217,1,4,2
2154,225,39,-153.6,75.7,600.6,1701.6,47,42,53,3,0,2
2364,120,37,225.9,-52.4,-436.1,-94.9,235,248,46,2,3,6
2418,164,33,135.4,-76.1,-962.5,147.9,7,207,243,1,4,6
2679,259,11,-18.2,-55.7,-1648.7,183.5,159,11,116,2,1,4
1995,133,11,-174.1,-43.8,69.0,-329.9,75,94,233,2,3,3
2450,227,19,275.9,-84.3,549.5,1656.0,207,184,179,1,4,2
2179,128,27,79.8,11.8,835.6,-67.0,46,216,120,2,4,2
2907,16,24,97.4,-73.9,1441.8,-709.7,85,137,170,1,4,2
2892,46,34,48.3,96.1,52.7,-423.1,136,220,158,2,2,2
2344,297,4,-132.4,22.7,-1141.5,-2238.4,54,12,217,1,1,2
2604,241,35,-204.1,15.8,710.8,-307.2,197,126,173,1,3,2
2215,358,38,173.3,60.8,-2169.1,-555.2,63,243,191,0,6,2
2578,28,8,21.0,-37.8,-880.2,226.8,110,53,52,2,2,5
3059,175,31,237.3,21.0,1138.2,-74.3,225,104,101,1,2,1
2835,62,29,96.2,57.1,666.1,819.0,81,60,90,2,1,4
2948,30,27,-118.9,67.6,-2106.5,-1062.4,65,149,31,3,0,2
2500,302,25,-45.1,37.7,28.5,-305.1,178,206,215,2,2,2
1740,300,22,113.9,-55.1,-1587.1,-1352.3,176,14,147,3,3,3
2321,166,8,-40.0,58.3,-1918.0,328.3,3,224,191,1,1,5
2350,28,11,64.9,11.6,-501.0,1076.2,227,209,92,0,5,2
2793,220,20,144.1,47.3,-1062.3,2148.7,211,60,49,1,5,2
1882,116,35,-181.5,30.5,3051.6,64.4,210,141,128,0,4,3
1833,157,24,185.6,4.5,968.8,527.9,155,83,94,2,5,3
2170,214,44,147.0,-66.6,1164.3,184.3,246,16,168,0,3,6
2385,251,30,-75.3,-7.9,1158.2,-584.6,187,176,132,2,6,2
1882,114,1,236.7,21.3,573.3,539.3,212,241,48,0,5,3
2138,190,28,230.1,5.2,831.4,-1790.5,51,0,245,2,5,6
2688,246,2,-116.6,-58.5,-125.5,568.2,5,199,136,0,5,2
2948,75,27,98.0,-90.2,1022.3,-1085.8,37,35,82,3,6,2
2386,342,8,-126.0,-6.6,-116.2,715.2,71,133,127,1,0,2
2708,288,15,-159.5,69.4,-265.6,-53.1,243,217,144,3,1,2
3348,237,31,192.8,56.7,371.2,-927.6,74,176,130,3,5,7
2135,107,29,44.1,-16.8,-1135.7,1501.3,98,123,146,2,0,4
3028,355,1,-55.5,61.7,-324.7,524.5,66,113,243,0,6,1
2729,293,19,131.8,-85.4,-189.5,-632.3,53,48,76,2,3,2
1946,338,7,-535.0,21.1,-368.0,-1238.8,37,241,41,0,6,3
2559,171,28,-197.4,40.1,2388.5,-1514.6,5,159,225,1,0,6
2810,219,31,396.5,33.2,10.5,1008.8,132,221,187,1,0,2
2301,115,34,75.2,-36.2,-1121.7,-1822.5,172,32,200,0,2,2
2511,83,7,6.1,-40.5,880.3,300.3,162,9,82,2,3,5
3258,329,41,-14.5,19.9,1472.4,-104.9,208,178,164,0,0,1
2650,341,26,-176.3,96.2,1424.7,-2327.5,4,24,119,1,1,2
2145,332,36,-4.8,29.4,15.2,-104.0,207,172,209,1,6,2
2913,72,29,255.1,35.5,133.8,1149.9,60,157,197,2,2,2
2834,121,2,-194.3,90.9,3055.1,1834.6,97,164,231,1,5,2
3300,253,20,-91.7,-32.2,1882.8,-1950.3,91,138,108,1,1,1
2149,118,7,257.7,-94.1,1422.9,626.3,140,6,59,2,0,4
2344,167,4,-273.6,-106.3,2396.7,418.4,53,144,243,0,0,2
2811,318,26,-338.8,-4.0,-352.0,-1704.1,161,11,55,1,0,2
3131,62,21,203.8,68.8,-673.0,255.4,212,112,33,3,6,1
1513,134,41,-70.1,85.8,119.3,-561.5,108,65,66,1,2,3
2601,20,25,288.6,48.7,-701.8,-503.4,27,221,185,3,5,6
2106,52,29,107.5,35.6,-390.6,-236.7,226,126,41,1,5,2
1821,279,3,-109.5,-1.2,-154.7,-778.5,0,238,114,2,1,4
2367,278,25,-94.4,21.2,1546.3,-963.4,21,137,184,1,0,2
2080,152,0,-55.6,5.3,1328.7,820.6,248,168,194,1,6,5
2507,250,4,148.9,31.6,1559.1,-1072.6,102,253,126,3,3,2
2428,340,26,-214.1,-6.2,266.6,-764.4,124,250,136,2,3,2
2857,223,15,83.3,-0.6,1677.4,560.2,127,248,182,2,2,2
2775,188,42,-87.6,-20.7,-669.4,-397.8,234,77,113,0,4,2
2506,49,24,166.6,-66.6,-352.9,-360.0,7,156,149,1,2,2
2663,103,10,121.3,-32.7,-2345.4,-242.0,99,120,67,3,5,2
2841,174,23,-69.6,-49.6,-311.1,282.4,120,182,35,1,2,2
2493,156,17,156.2,-101.8,1178.9,-713.8,91,222,117,2,4,2
3253,331,6,5.9,-9.9,1598.7,401.5,182,133,137,2,6,5
2338,247,20,64.2,70.7,605.4,75.5,125,195,245,3,3,2
2067,280,1,-262.5,16.4,-709.6,-1720.5,76,53,117,3,2,2
2653,257,17,48.7,-81.8,286.1,235.5,224,38,150,3,0,2
2647,44,37,-337.3,43.6,-1324.3,239.5,56,205,216,0,0,2
2831,287,43,-8.7,54.3,-362.2,-451.4,94,86,82,1,0,2
2306,358,33,8.4,-14.0,-13.6,-98.4,156,115,218,2,1,4
3132,96,19,-7.7,-54.6,-1743.2,-982.9,161,151,181,3,4,1
2738,203,25,124.1,23.6,-1041.7,-505.1,222,140,223,2,1,4
2706,292,0,1.9,27.2,-390.7,925.3,154,220,182,0,1,5
2674,237,11,269.7,-62.2,2449.1,536.7,33,16,212,3,3,6
2245,240,40,-152.6,80.1,1004.2,-820.6,184,25,147,0,0,2
2688,135,43,13.9,21.2,-963.3,-1273.8,120,193,123,0,1,2
2082,269,28,-146.6,-9.2,847.8,1058.9,56,83,164,2,3,2
2462,206,35,-143.6,42.6,1959.9,1100.3,14,22,164,3,2,2
2606,213,6,-364.1,42.3,-182.1,15.7,186,50,111,0,6,2
2637,291,32,422.6,65.1,-1244.0,-326.2,50,185,171,3,6,2
2309,72,24,205.5,-38.7,382.6,-2050.8,176,32,183,3,6,2
2994,344,6,124.0,23.5,-1010.3,1195.5,51,96,96,3,1,2
2310,298,8,201.1,-26.5,27.6,1020.1,140,78,178,0,0,2
2631,332,11,-236.9,-14.5,31.0,-82.7,246,175,254,1,6,2
2545,357,41,-10.6,-38.9,-1560.4,672.7,163,222,228,1,6,2
3085,237,10,105.7,-12.4,-837.9,291.2,250,133,139,3,3,1
2473,99,17,-83.2,-42.6,247.8,360.5,151,116,210,2,0,4
2430,82,3,-222.4,17.5,-520.0,190.1,65,57,79,1,4,2
3002,258,13,97.7,-51.5,-667.2,1113.3,28,151,23,2,3,1
2419,91,29,-119.2,-3.9,-1592.1,56.6,225,197,135,1,3,2
3055,319,11,-50.7,-1.3,-797.3,2277.7,51,74,146,3,0,1
2468,217,22,37.4,16.7,-675.4,45.2,71,145,2,2,5,2
2064,39,6,40.1,39.3,-277.3,-2501.6,244,162,60,1,4,5
2708,122,3,-321.7,45.7,1796.6,1094.1,75,245,75,0,2,2
2621,202,25,2.8,14.9,-2062.5,-848.9,192,247,172,3,2,2
2482,248,27,-366.2,1.4,-910.1,430.1,219,2,74,0,5,6
2562,107,30,401.8,65.0,-3231.9,41.4,38,140,62,2,4,2
1691,275,36,89.8,-19.1,904.6,365.4,188,56,175,1,0,3
3016,97,34,-55.3,102.1,-44.8,1844.5,93,203,206,1,6,1
2693,125,3,-292.9,49.5,583.2,430.0,12,229,11,3,5,2
2802,351,37,-58.7,52.5,511.6,-771.3,188,226,235,1,2,2
2278,351,8,174.8,-2.6,398.0,2871.1,189,223,68,0,4,2
2787,325,31,-40.1,-92.5,-794.8,1493.6,5,39,3,3,3,2
3344,239,36,-306.4,-6.0,2486.7,977.7,32,180,94,0,4,1
1872,241,28,82.0,9.1,-472.1,887.8,89,156,125,0,5,3
3136,218,44,-60.5,-42.1,-178.4,357.8,56,232,235,0,5,6
1899,8,36,-67.7,-3.3,2311.1,-617.5,162,112,188,3,2,3
2495,229,15,20.8,66.0,1110.2,853.6,229,144,10,0,0,6
2231,151,32,-80.6,42.6,-575.5,-323.2,134,65,88,3,4,2
1881,286,31,-98.3,83.5,-83.6,-973.9,95,107,97,1,3,3
2941,118,22,69.1,51.4,949.6,2524.1,114,123,194,1,1,2
2418,164,1,348.6,30.9,-2519.7,1720.6,250,78,108,3,1,2
2267,355,19,45.0,-53.5,-882.3,-1789.3,75,101,0,2,2,2
1999,136,42,107.8,-1.6,3348.0,655.4,18,58,113,2,0,4
2568,215,30,-283.4,-6.8,629.3,72.8,179,197,106,1,5,2
2675,33,1,-285.9,-69.3,336.6,371.1,203,100,104,3,5,2
2685,9,32,132.7,59.1,171.7,2178.7,135,233,70,3,5,2
2123,275,30,253.8,59.9,-1061.5,-362.8,18,136,217,3,3,6
2234,308,8,-300.4,23.6,704.5,905.8,39,179,228,1,6,2
2475,91,12,-9.9,45.7,171.7,-262.3,233,221,25,3,1,6
2271,83,24,7.3,6.7,202.7,765.6,218,35,242,2,6,6
2661,294,38,10.3,-78.7,-389.8,-732.0,118,107,133,2,5,2
2582,347,15,-23.1,28.7,2224.4,-319.7,136,12,0,1,6,2
2159,141,34,96.3,-31.4,-234.5,-1741.8,43,187,254,3,6,6
1808,303,10,176.8,-51.9,-539.2,470.0,119,186,158,1,2,3
2636,159,10,-122.5,50.2,341.0,-1416.4,218,118,17,2,0,4
2072,13,42,-132.8,-76.5,-716.1,-379.0,16,15,182,0,5,2
2493,164,40,51.5,-70.3,489.2,-1497.0,173,112,102,1,3,2
2344,123,44,-27.8,-86.4,-4062.3,-1147.4,215,89,90,3,6,2
1975,209,2,-318.1,3.8,-1258.9,326.3,115,137,81,1,5,3
2860,8,34,54.8,28.2,-60.5,570.9,250,32,176,3,1,6
2241,357,1,-483.4,87.3,-911.1,487.3,208,109,184,0,6,2
2808,284,13,8.7,5.1,-2585.6,1345.8,206,253,211,1,6,2
2938,336,14,-155.7,61.9,-3454.2,276.8,117,204,69,2,0,4
2458,317,39,-1.2,-27.5,892.6,2037.1,221,151,53,2,0,4
2735,22,25,-123.6,-8.8,-461.1,-435.2,219,156,109,2,6,2
2469,196,10,-408.8,-14.3,-1166.5,-835.5,121,78,14,3,3,2
2071,357,38,211.1,11.0,579.8,49.0,164,9,63,3,1,2
2331,29,39,4.7,-12.0,971.5,645.8,53,228,250,0,2,6
2754,193,29,-251.3,-88.8,6.7,-179.8,240,90,174,2,0,4
3080,16,2,449.3,43.0,-2866.7,-579.8,154,166,159,2,4,1
2257,271,29,76.9,-107.0,-1811.7,40.1,48,145,171,0,1,2
1774,62,13,286.9,37.2,212.7,-1063.4,154,96,243,0,4,3
1825,325,41,199.3,60.4,1345.3,-1172.0,243,125,249,2,5,3
2764,240,44,137.4,93.9,-2657.6,957.9,33,243,107,2,3,6
2766,224,31,243.3,-8.2,1189.8,312.7,62,48,127,0,4,2
2436,113,40,-129.9,66.9,-1644.6,403.3,225,178,120,0,0,2
2243,120,18,-119.5,-33.4,-1686.7,-939.2,76,207,214,2,0,4
2582,279,10,296.0,-117.0,-104.7,1204.2,214,138,224,1,0,2
2931,102,10,-88.2,83.7,2014.5,438.6,98,195,10,2,1,4
2579,7,13,-435.3,59.0,1338.8,715.1,43,62,126,0,4,2
2697,249,1,-86.3,2.4,10.1,-1029.5,176,52,227,3,1,2
2141,287,23,-482.8,-38.9,-1689.0,-167.3,172,221,57,3,0,2
2297,186,37,496.2,1.7,-564.3,-458.8,36,37,249,1,2,6
2648,122,18,-21.1,84.1,2011.5,1484.2,33,20,161,1,5,2
2217,34,7,73.7,3.5,-589.7,689.8,113,66,194,0,2,5
2894,179,36,95.1,42.5,151.6,-487.7,163,130,236,2,2,2
2540,16,37,85.8,0.3,1266.2,890.3,12,211,40,1,0,6
3213,206,33,-15.3,55.7,917.1,-929.3,155,44,218,1,3,1
